PassengerId,Survived,Pclass,SibSp,Parch,Fare,Survived2,Sex,Deck,Seat,MV_Deck,Embarked,Age2,Age3,MV_Age,Age_Category,Title,Age2_1digito,Family_Size,Age_Inf,Age2_Outlier_ZS,Age3_Outlier_ZS,Age_Inf_Outlier_ZS,Fare_Outlier_ZS,Age2_Outlier_IQR,Age3_Outlier_IQR,Age_Inf_Outlier_IQR,Fare_Outlier_IQR
473,1.0,2,1,2,28.0,Survived,female,M,6,1,S,33.0,33.0,0,Middle_Aged,4,3,4,33.0,33.0,33.0,33.0,28.0,33.0,33.0,33.0,28.0
474,1.0,2,0,0,14.0,Survived,female,D,6,0,C,23.0,23.0,0,Adult,4,2,1,23.0,23.0,23.0,23.0,14.0,23.0,23.0,23.0,14.0
475,0.0,3,0,0,10.0,Died,female,M,6,1,S,22.0,22.0,0,Adult,3,2,1,22.0,22.0,22.0,22.0,10.0,22.0,22.0,22.0,10.0
476,0.0,1,0,0,52.0,Died,male,A,14,0,S,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,52.0,28.0,28.0,33.0,52.0
477,0.0,2,1,0,21.0,Died,male,M,6,1,S,34.0,34.0,0,Middle_Aged,1,3,2,34.0,34.0,34.0,34.0,21.0,34.0,34.0,34.0,21.0
478,0.0,3,1,0,7.0,Died,male,M,6,1,S,29.0,29.0,0,Adult,1,3,2,29.0,29.0,29.0,29.0,7.0,29.0,29.0,29.0,7.0
479,0.0,3,0,0,8.0,Died,male,M,6,1,S,22.0,22.0,0,Adult,1,2,1,22.0,22.0,22.0,22.0,8.0,22.0,22.0,22.0,8.0
480,1.0,3,0,1,12.0,Survived,female,M,6,1,S,2.0,2.0,0,Toddler,3,0,2,2.0,2.0,2.0,2.0,12.0,3.0,3.0,2.0,12.0
481,0.0,3,5,2,47.0,Died,male,M,6,1,S,9.0,9.0,0,Child,2,1,8,9.0,9.0,9.0,9.0,47.0,9.0,9.0,9.0,47.0
482,0.0,2,0,0,0.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,0.0,28.0,28.0,33.0,0.0
483,0.0,3,0,0,8.0,Died,male,M,6,1,S,50.0,50.0,0,Middle_Aged,1,5,1,50.0,50.0,50.0,50.0,8.0,50.0,50.0,50.0,8.0
484,1.0,3,0,0,10.0,Survived,female,M,6,1,S,63.0,63.0,0,Old,4,6,1,63.0,63.0,63.0,63.0,10.0,54.0,54.0,59.0,10.0
485,1.0,1,1,0,91.0,Survived,male,B,49,0,C,25.0,25.0,0,Adult,1,2,2,25.0,25.0,25.0,25.0,91.0,25.0,25.0,25.0,65.0
486,0.0,3,3,1,25.0,Died,female,M,6,1,S,28.0,27.0,1,Adult,3,3,5,6.0,28.0,27.0,6.0,25.0,28.0,27.0,6.0,25.0
487,1.0,1,1,0,90.0,Survived,female,C,93,0,S,35.0,35.0,0,Middle_Aged,4,4,2,35.0,35.0,35.0,35.0,90.0,35.0,35.0,35.0,65.0
488,0.0,1,0,0,30.0,Died,male,B,37,0,C,58.0,58.0,0,Senior_Citizen,1,6,1,58.0,58.0,58.0,58.0,30.0,54.0,54.0,58.0,30.0
489,0.0,3,0,0,8.0,Died,male,M,6,1,S,30.0,30.0,0,Adult,1,3,1,30.0,30.0,30.0,30.0,8.0,30.0,30.0,30.0,8.0
490,1.0,3,1,1,16.0,Survived,male,M,6,1,S,9.0,9.0,0,Child,2,1,3,9.0,9.0,9.0,9.0,16.0,9.0,9.0,9.0,16.0
491,0.0,3,1,0,20.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,2,27.0,28.0,28.0,27.0,20.0,28.0,28.0,27.0,20.0
492,0.0,3,0,0,7.0,Died,male,M,6,1,S,21.0,21.0,0,Adult,1,2,1,21.0,21.0,21.0,21.0,7.0,21.0,21.0,21.0,7.0
493,0.0,1,0,0,30.0,Died,male,C,30,0,S,55.0,55.0,0,Senior_Citizen,1,6,1,55.0,55.0,55.0,55.0,30.0,54.0,54.0,55.0,30.0
494,0.0,1,0,0,50.0,Died,male,M,6,1,C,71.0,71.0,0,Old,1,7,1,71.0,67.0,67.0,70.0,50.0,54.0,54.0,59.0,50.0
495,0.0,3,0,0,8.0,Died,male,M,6,1,S,21.0,21.0,0,Adult,1,2,1,21.0,21.0,21.0,21.0,8.0,21.0,21.0,21.0,8.0
496,0.0,3,0,0,14.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,26.0,28.0,28.0,26.0,14.0,28.0,28.0,26.0,14.0
497,1.0,1,1,0,78.0,Survived,female,D,20,0,C,54.0,54.0,0,Senior_Citizen,3,5,2,54.0,54.0,54.0,54.0,78.0,54.0,54.0,54.0,65.0
498,0.0,3,0,0,15.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,15.0,28.0,28.0,28.0,15.0
499,0.0,1,1,2,152.0,Died,female,C,22,0,S,25.0,25.0,0,Adult,4,2,4,25.0,25.0,25.0,25.0,152.0,25.0,25.0,25.0,65.0
500,0.0,3,0,0,8.0,Died,male,M,6,1,S,24.0,24.0,0,Adult,1,2,1,24.0,24.0,24.0,24.0,8.0,24.0,24.0,24.0,8.0
501,0.0,3,0,0,9.0,Died,male,M,6,1,S,17.0,17.0,0,Teenager,1,2,1,17.0,17.0,17.0,17.0,9.0,17.0,17.0,17.0,9.0
502,0.0,3,0,0,8.0,Died,female,M,6,1,Q,21.0,21.0,0,Adult,3,2,1,21.0,21.0,21.0,21.0,8.0,21.0,21.0,21.0,8.0
503,0.0,3,0,0,8.0,Died,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,1,23.0,28.0,27.0,23.0,8.0,28.0,27.0,23.0,8.0
504,0.0,3,0,0,10.0,Died,female,M,6,1,S,37.0,37.0,0,Middle_Aged,3,4,1,37.0,37.0,37.0,37.0,10.0,37.0,37.0,37.0,10.0
505,1.0,1,0,0,86.0,Survived,female,B,79,0,S,16.0,16.0,0,Teenager,3,2,1,16.0,16.0,16.0,16.0,86.0,16.0,16.0,16.0,65.0
506,0.0,1,1,0,109.0,Died,male,C,65,0,C,18.0,18.0,0,Teenager,1,2,2,18.0,18.0,18.0,18.0,109.0,18.0,18.0,18.0,65.0
507,1.0,2,0,2,26.0,Survived,female,M,6,1,S,33.0,33.0,0,Middle_Aged,4,3,3,33.0,33.0,33.0,33.0,26.0,33.0,33.0,33.0,26.0
508,1.0,1,0,0,27.0,Survived,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,41.0,28.0,28.0,41.0,27.0,28.0,28.0,41.0,27.0
509,0.0,3,0,0,23.0,Died,male,M,6,1,S,28.0,28.0,0,Adult,1,3,1,28.0,28.0,28.0,28.0,23.0,28.0,28.0,28.0,23.0
510,1.0,3,0,0,56.0,Survived,male,M,6,1,S,26.0,26.0,0,Adult,1,3,1,26.0,26.0,26.0,26.0,56.0,26.0,26.0,26.0,56.0
511,1.0,3,0,0,8.0,Survived,male,M,6,1,Q,29.0,29.0,0,Adult,1,3,1,29.0,29.0,29.0,29.0,8.0,29.0,29.0,29.0,8.0
512,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
513,1.0,1,0,0,26.0,Survived,male,E,25,0,S,36.0,36.0,0,Middle_Aged,1,4,1,36.0,36.0,36.0,36.0,26.0,36.0,36.0,36.0,26.0
514,1.0,1,1,0,59.0,Survived,female,M,6,1,C,54.0,54.0,0,Senior_Citizen,4,5,2,54.0,54.0,54.0,54.0,59.0,54.0,54.0,54.0,59.0
515,0.0,3,0,0,7.0,Died,male,M,6,1,S,24.0,24.0,0,Adult,1,2,1,24.0,24.0,24.0,24.0,7.0,24.0,24.0,24.0,7.0
516,0.0,1,0,0,34.0,Died,male,D,46,0,S,47.0,47.0,0,Middle_Aged,1,5,1,47.0,47.0,47.0,47.0,34.0,47.0,47.0,47.0,34.0
517,1.0,2,0,0,10.0,Survived,female,F,33,0,S,34.0,34.0,0,Middle_Aged,4,3,1,34.0,34.0,34.0,34.0,10.0,34.0,34.0,34.0,10.0
518,0.0,3,0,0,24.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,24.0,28.0,28.0,33.0,24.0
519,1.0,2,1,0,26.0,Survived,female,M,6,1,S,36.0,36.0,0,Middle_Aged,4,4,2,36.0,36.0,36.0,36.0,26.0,36.0,36.0,36.0,26.0
520,0.0,3,0,0,8.0,Died,male,M,6,1,S,32.0,32.0,0,Middle_Aged,1,3,1,32.0,32.0,32.0,32.0,8.0,32.0,32.0,32.0,8.0
521,1.0,1,0,0,94.0,Survived,female,B,73,0,S,30.0,30.0,0,Adult,3,3,1,30.0,30.0,30.0,30.0,94.0,30.0,30.0,30.0,65.0
522,0.0,3,0,0,8.0,Died,male,M,6,1,S,22.0,22.0,0,Adult,1,2,1,22.0,22.0,22.0,22.0,8.0,22.0,22.0,22.0,8.0
523,0.0,3,0,0,7.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,26.0,28.0,28.0,26.0,7.0,28.0,28.0,26.0,7.0
524,1.0,1,0,1,58.0,Survived,female,B,18,0,C,44.0,44.0,0,Middle_Aged,4,4,2,44.0,44.0,44.0,44.0,58.0,44.0,44.0,44.0,58.0
525,0.0,3,0,0,7.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,26.0,28.0,28.0,26.0,7.0,28.0,28.0,26.0,7.0
526,0.0,3,0,0,8.0,Died,male,M,6,1,Q,40.0,40.0,0,Middle_Aged,1,4,1,40.0,40.0,40.0,40.0,8.0,40.0,40.0,40.0,8.0
527,1.0,2,0,0,10.0,Survived,female,M,6,1,S,50.0,50.0,0,Middle_Aged,3,5,1,50.0,50.0,50.0,50.0,10.0,50.0,50.0,50.0,10.0
528,0.0,1,0,0,222.0,Died,male,C,95,0,S,28.0,28.0,1,Adult,1,3,1,29.0,28.0,28.0,29.0,165.0,28.0,28.0,29.0,65.0
529,0.0,3,0,0,8.0,Died,male,M,6,1,S,39.0,39.0,0,Middle_Aged,1,4,1,39.0,39.0,39.0,39.0,8.0,39.0,39.0,39.0,8.0
530,0.0,2,2,1,12.0,Died,male,M,6,1,S,23.0,23.0,0,Adult,1,2,4,23.0,23.0,23.0,23.0,12.0,23.0,23.0,23.0,12.0
531,1.0,2,1,1,26.0,Survived,female,M,6,1,S,2.0,2.0,0,Toddler,3,0,3,2.0,2.0,2.0,2.0,26.0,3.0,3.0,2.0,26.0
532,0.0,3,0,0,7.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,26.0,28.0,28.0,26.0,7.0,28.0,28.0,26.0,7.0
533,0.0,3,1,1,7.0,Died,male,M,6,1,C,17.0,17.0,0,Teenager,1,2,3,17.0,17.0,17.0,17.0,7.0,17.0,17.0,17.0,7.0
534,1.0,3,0,2,22.0,Survived,female,M,6,1,C,28.0,27.0,1,Adult,4,3,3,32.0,28.0,27.0,32.0,22.0,28.0,27.0,32.0,22.0
535,0.0,3,0,0,9.0,Died,female,M,6,1,S,30.0,30.0,0,Adult,3,3,1,30.0,30.0,30.0,30.0,9.0,30.0,30.0,30.0,9.0
536,1.0,2,0,2,26.0,Survived,female,M,6,1,S,7.0,7.0,0,Child,3,1,3,7.0,7.0,7.0,7.0,26.0,7.0,7.0,7.0,26.0
537,0.0,1,0,0,27.0,Died,male,B,38,0,S,45.0,45.0,0,Middle_Aged,6,4,1,45.0,45.0,45.0,45.0,27.0,45.0,45.0,45.0,27.0
538,1.0,1,0,0,106.0,Survived,female,M,6,1,C,30.0,30.0,0,Adult,3,3,1,30.0,30.0,30.0,30.0,106.0,30.0,30.0,30.0,65.0
539,0.0,3,0,0,14.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,14.0,28.0,28.0,28.0,14.0
540,1.0,1,0,2,50.0,Survived,female,B,39,0,C,22.0,22.0,0,Adult,3,2,3,22.0,22.0,22.0,22.0,50.0,22.0,22.0,22.0,50.0
541,1.0,1,0,2,71.0,Survived,female,B,22,0,S,36.0,36.0,0,Middle_Aged,3,4,3,36.0,36.0,36.0,36.0,71.0,36.0,36.0,36.0,65.0
542,0.0,3,4,2,31.0,Died,female,M,6,1,S,9.0,9.0,0,Child,3,1,7,9.0,9.0,9.0,9.0,31.0,9.0,9.0,9.0,31.0
543,0.0,3,4,2,31.0,Died,female,M,6,1,S,11.0,11.0,0,Child,3,1,7,11.0,11.0,11.0,11.0,31.0,11.0,11.0,11.0,31.0
544,1.0,2,1,0,26.0,Survived,male,M,6,1,S,32.0,32.0,0,Middle_Aged,1,3,2,32.0,32.0,32.0,32.0,26.0,32.0,32.0,32.0,26.0
545,0.0,1,1,0,106.0,Died,male,C,86,0,C,50.0,50.0,0,Middle_Aged,1,5,2,50.0,50.0,50.0,50.0,106.0,50.0,50.0,50.0,65.0
546,0.0,1,0,0,26.0,Died,male,M,6,1,S,64.0,64.0,0,Old,1,6,1,64.0,64.0,64.0,64.0,26.0,54.0,54.0,59.0,26.0
547,1.0,2,1,0,26.0,Survived,female,M,6,1,S,19.0,19.0,0,Teenager,4,2,2,19.0,19.0,19.0,19.0,26.0,19.0,19.0,19.0,26.0
548,1.0,2,0,0,14.0,Survived,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,30.0,28.0,28.0,30.0,14.0,28.0,28.0,30.0,14.0
549,0.0,3,1,1,21.0,Died,male,M,6,1,S,33.0,33.0,0,Middle_Aged,1,3,3,33.0,33.0,33.0,33.0,21.0,33.0,33.0,33.0,21.0
550,1.0,2,1,1,37.0,Survived,male,M,6,1,S,8.0,8.0,0,Child,2,1,3,8.0,8.0,8.0,8.0,37.0,8.0,8.0,8.0,37.0
551,1.0,1,0,2,111.0,Survived,male,C,70,0,C,17.0,17.0,0,Teenager,1,2,3,17.0,17.0,17.0,17.0,111.0,17.0,17.0,17.0,65.0
552,0.0,2,0,0,26.0,Died,male,M,6,1,S,27.0,27.0,0,Adult,1,3,1,27.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,26.0
553,0.0,3,0,0,8.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,8.0,28.0,28.0,33.0,8.0
554,1.0,3,0,0,7.0,Survived,male,M,6,1,C,22.0,22.0,0,Adult,1,2,1,22.0,22.0,22.0,22.0,7.0,22.0,22.0,22.0,7.0
555,1.0,3,0,0,8.0,Survived,female,M,6,1,S,22.0,22.0,0,Adult,3,2,1,22.0,22.0,22.0,22.0,8.0,22.0,22.0,22.0,8.0
556,0.0,1,0,0,27.0,Died,male,M,6,1,S,62.0,62.0,0,Old,1,6,1,62.0,62.0,62.0,62.0,27.0,54.0,54.0,59.0,27.0
557,1.0,1,1,0,40.0,Survived,female,A,16,0,C,48.0,48.0,0,Middle_Aged,5,5,2,48.0,48.0,48.0,48.0,40.0,48.0,48.0,48.0,40.0
558,0.0,1,0,0,228.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,35.0,28.0,28.0,35.0,165.0,28.0,28.0,35.0,65.0
559,1.0,1,1,1,80.0,Survived,female,E,67,0,S,39.0,39.0,0,Middle_Aged,4,4,3,39.0,39.0,39.0,39.0,80.0,39.0,39.0,39.0,65.0
560,1.0,3,1,0,17.0,Survived,female,M,6,1,S,36.0,36.0,0,Middle_Aged,4,4,2,36.0,36.0,36.0,36.0,17.0,36.0,36.0,36.0,17.0
561,0.0,3,0,0,8.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,8.0,28.0,28.0,33.0,8.0
562,0.0,3,0,0,8.0,Died,male,M,6,1,S,40.0,40.0,0,Middle_Aged,1,4,1,40.0,40.0,40.0,40.0,8.0,40.0,40.0,40.0,8.0
563,0.0,2,0,0,14.0,Died,male,M,6,1,S,28.0,28.0,0,Adult,1,3,1,28.0,28.0,28.0,28.0,14.0,28.0,28.0,28.0,14.0
564,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
565,0.0,3,0,0,8.0,Died,female,M,6,1,S,28.0,27.0,1,Adult,3,3,1,23.0,28.0,27.0,23.0,8.0,28.0,27.0,23.0,8.0
566,0.0,3,2,0,24.0,Died,male,M,6,1,S,24.0,24.0,0,Adult,1,2,3,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
567,0.0,3,0,0,8.0,Died,male,M,6,1,S,19.0,19.0,0,Teenager,1,2,1,19.0,19.0,19.0,19.0,8.0,19.0,19.0,19.0,8.0
568,0.0,3,0,4,21.0,Died,female,M,6,1,S,29.0,29.0,0,Adult,4,3,5,29.0,29.0,29.0,29.0,21.0,29.0,29.0,29.0,21.0
569,0.0,3,0,0,7.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,26.0,28.0,28.0,26.0,7.0,28.0,28.0,26.0,7.0
570,1.0,3,0,0,8.0,Survived,male,M,6,1,S,32.0,32.0,0,Middle_Aged,1,3,1,32.0,32.0,32.0,32.0,8.0,32.0,32.0,32.0,8.0
571,1.0,2,0,0,10.0,Survived,male,M,6,1,S,62.0,62.0,0,Old,1,6,1,62.0,62.0,62.0,62.0,10.0,54.0,54.0,59.0,10.0
572,1.0,1,2,0,51.0,Survived,female,C,101,0,S,53.0,53.0,0,Senior_Citizen,4,5,3,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,51.0
573,1.0,1,0,0,26.0,Survived,male,E,25,0,S,36.0,36.0,0,Middle_Aged,1,4,1,36.0,36.0,36.0,36.0,26.0,36.0,36.0,36.0,26.0
574,1.0,3,0,0,8.0,Survived,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,1,23.0,28.0,27.0,23.0,8.0,28.0,27.0,23.0,8.0
575,0.0,3,0,0,8.0,Died,male,M,6,1,S,16.0,16.0,0,Teenager,1,2,1,16.0,16.0,16.0,16.0,8.0,16.0,16.0,16.0,8.0
576,0.0,3,0,0,14.0,Died,male,M,6,1,S,19.0,19.0,0,Teenager,1,2,1,19.0,19.0,19.0,19.0,14.0,19.0,19.0,19.0,14.0
577,1.0,2,0,0,13.0,Survived,female,M,6,1,S,34.0,34.0,0,Middle_Aged,3,3,1,34.0,34.0,34.0,34.0,13.0,34.0,34.0,34.0,13.0
578,1.0,1,1,0,56.0,Survived,female,E,44,0,S,39.0,39.0,0,Middle_Aged,4,4,2,39.0,39.0,39.0,39.0,56.0,39.0,39.0,39.0,56.0
579,0.0,3,1,0,14.0,Died,female,M,6,1,C,28.0,27.0,1,Adult,4,3,2,20.0,28.0,27.0,20.0,14.0,28.0,27.0,20.0,14.0
580,1.0,3,0,0,8.0,Survived,male,M,6,1,S,32.0,32.0,0,Middle_Aged,1,3,1,32.0,32.0,32.0,32.0,8.0,32.0,32.0,32.0,8.0
581,1.0,2,1,1,30.0,Survived,female,M,6,1,S,25.0,25.0,0,Adult,3,2,3,25.0,25.0,25.0,25.0,30.0,25.0,25.0,25.0,30.0
582,1.0,1,1,1,111.0,Survived,female,C,68,0,C,39.0,39.0,0,Middle_Aged,4,4,3,39.0,39.0,39.0,39.0,111.0,39.0,39.0,39.0,65.0
583,0.0,2,0,0,26.0,Died,male,M,6,1,S,54.0,54.0,0,Senior_Citizen,1,5,1,54.0,54.0,54.0,54.0,26.0,54.0,54.0,54.0,26.0
584,0.0,1,0,0,40.0,Died,male,A,10,0,C,36.0,36.0,0,Middle_Aged,1,4,1,36.0,36.0,36.0,36.0,40.0,36.0,36.0,36.0,40.0
585,0.0,3,0,0,9.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,26.0,28.0,28.0,26.0,9.0,28.0,28.0,26.0,9.0
586,1.0,1,0,2,80.0,Survived,female,E,68,0,S,18.0,18.0,0,Teenager,3,2,3,18.0,18.0,18.0,18.0,80.0,18.0,18.0,18.0,65.0
587,0.0,2,0,0,15.0,Died,male,M,6,1,S,47.0,47.0,0,Middle_Aged,1,5,1,47.0,47.0,47.0,47.0,15.0,47.0,47.0,47.0,15.0
588,1.0,1,1,1,79.0,Survived,male,B,41,0,C,60.0,60.0,0,Old,1,6,3,60.0,60.0,60.0,60.0,79.0,54.0,54.0,59.0,65.0
589,0.0,3,0,0,8.0,Died,male,M,6,1,S,22.0,22.0,0,Adult,1,2,1,22.0,22.0,22.0,22.0,8.0,22.0,22.0,22.0,8.0
590,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
591,0.0,3,0,0,7.0,Died,male,M,6,1,S,35.0,35.0,0,Middle_Aged,1,4,1,35.0,35.0,35.0,35.0,7.0,35.0,35.0,35.0,7.0
592,1.0,1,1,0,78.0,Survived,female,D,20,0,C,52.0,52.0,0,Senior_Citizen,4,5,2,52.0,52.0,52.0,52.0,78.0,52.0,52.0,52.0,65.0
593,0.0,3,0,0,7.0,Died,male,M,6,1,S,47.0,47.0,0,Middle_Aged,1,5,1,47.0,47.0,47.0,47.0,7.0,47.0,47.0,47.0,7.0
594,0.0,3,0,2,8.0,Died,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,3,9.0,28.0,27.0,9.0,8.0,28.0,27.0,9.0,8.0
595,0.0,2,1,0,26.0,Died,male,M,6,1,S,37.0,37.0,0,Middle_Aged,1,4,2,37.0,37.0,37.0,37.0,26.0,37.0,37.0,37.0,26.0
596,0.0,3,1,1,24.0,Died,male,M,6,1,S,36.0,36.0,0,Middle_Aged,1,4,3,36.0,36.0,36.0,36.0,24.0,36.0,36.0,36.0,24.0
597,1.0,2,0,0,33.0,Survived,female,M,6,1,S,28.0,27.0,1,Adult,3,3,1,28.0,28.0,27.0,28.0,33.0,28.0,27.0,28.0,33.0
598,0.0,3,0,0,0.0,Died,male,M,6,1,S,49.0,49.0,0,Middle_Aged,1,5,1,49.0,49.0,49.0,49.0,0.0,49.0,49.0,49.0,0.0
599,0.0,3,0,0,7.0,Died,male,M,6,1,C,28.0,28.0,1,Adult,1,3,1,26.0,28.0,28.0,26.0,7.0,28.0,28.0,26.0,7.0
600,1.0,1,1,0,57.0,Survived,male,A,20,0,C,49.0,49.0,0,Middle_Aged,5,5,2,49.0,49.0,49.0,49.0,57.0,49.0,49.0,49.0,57.0
601,1.0,2,2,1,27.0,Survived,female,M,6,1,S,24.0,24.0,0,Adult,4,2,4,24.0,24.0,24.0,24.0,27.0,24.0,24.0,24.0,27.0
602,0.0,3,0,0,8.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,8.0,28.0,28.0,28.0,8.0
603,0.0,1,0,0,42.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,41.0,28.0,28.0,41.0,42.0,28.0,28.0,41.0,42.0
604,0.0,3,0,0,8.0,Died,male,M,6,1,S,44.0,44.0,0,Middle_Aged,1,4,1,44.0,44.0,44.0,44.0,8.0,44.0,44.0,44.0,8.0
605,1.0,1,0,0,27.0,Survived,male,M,6,1,C,35.0,35.0,0,Middle_Aged,1,4,1,35.0,35.0,35.0,35.0,27.0,35.0,35.0,35.0,27.0
606,0.0,3,1,0,16.0,Died,male,M,6,1,S,36.0,36.0,0,Middle_Aged,1,4,2,36.0,36.0,36.0,36.0,16.0,36.0,36.0,36.0,16.0
607,0.0,3,0,0,8.0,Died,male,M,6,1,S,30.0,30.0,0,Adult,1,3,1,30.0,30.0,30.0,30.0,8.0,30.0,30.0,30.0,8.0
608,1.0,1,0,0,30.0,Survived,male,M,6,1,S,27.0,27.0,0,Adult,1,3,1,27.0,27.0,27.0,27.0,30.0,27.0,27.0,27.0,30.0
609,1.0,2,1,2,42.0,Survived,female,M,6,1,C,22.0,22.0,0,Adult,4,2,4,22.0,22.0,22.0,22.0,42.0,22.0,22.0,22.0,42.0
610,1.0,1,0,0,153.0,Survived,female,C,125,0,S,40.0,40.0,0,Middle_Aged,3,4,1,40.0,40.0,40.0,40.0,153.0,40.0,40.0,40.0,65.0
611,0.0,3,1,5,31.0,Died,female,M,6,1,S,39.0,39.0,0,Middle_Aged,4,4,7,39.0,39.0,39.0,39.0,31.0,39.0,39.0,39.0,31.0
612,0.0,3,0,0,7.0,Died,male,M,6,1,S,28.0,28.0,1,Adult,1,3,1,28.0,28.0,28.0,28.0,7.0,28.0,28.0,28.0,7.0
613,1.0,3,1,0,16.0,Survived,female,M,6,1,Q,28.0,27.0,1,Adult,3,3,2,24.0,28.0,27.0,24.0,16.0,28.0,27.0,24.0,16.0
614,0.0,3,0,0,8.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,8.0,28.0,28.0,33.0,8.0
615,0.0,3,0,0,8.0,Died,male,M,6,1,S,35.0,35.0,0,Middle_Aged,1,4,1,35.0,35.0,35.0,35.0,8.0,35.0,35.0,35.0,8.0
616,1.0,2,1,2,65.0,Survived,female,M,6,1,S,24.0,24.0,0,Adult,3,2,4,24.0,24.0,24.0,24.0,65.0,24.0,24.0,24.0,65.0
617,0.0,3,1,1,14.0,Died,male,M,6,1,S,34.0,34.0,0,Middle_Aged,1,3,3,34.0,34.0,34.0,34.0,14.0,34.0,34.0,34.0,14.0
618,0.0,3,1,0,16.0,Died,female,M,6,1,S,26.0,26.0,0,Adult,4,3,2,26.0,26.0,26.0,26.0,16.0,26.0,26.0,26.0,16.0
619,1.0,2,2,1,39.0,Survived,female,F,4,0,S,4.0,4.0,0,Toddler,3,0,4,4.0,4.0,4.0,4.0,39.0,4.0,4.0,4.0,39.0
620,0.0,2,0,0,10.0,Died,male,M,6,1,S,26.0,26.0,0,Adult,1,3,1,26.0,26.0,26.0,26.0,10.0,26.0,26.0,26.0,10.0
621,0.0,3,1,0,14.0,Died,male,M,6,1,C,27.0,27.0,0,Adult,1,3,2,27.0,27.0,27.0,27.0,14.0,27.0,27.0,27.0,14.0
622,1.0,1,1,0,53.0,Survived,male,D,19,0,S,42.0,42.0,0,Middle_Aged,1,4,2,42.0,42.0,42.0,42.0,53.0,42.0,42.0,42.0,53.0
623,1.0,3,1,1,16.0,Survived,male,M,6,1,C,20.0,20.0,0,Adult,1,2,3,20.0,20.0,20.0,20.0,16.0,20.0,20.0,20.0,16.0
624,0.0,3,0,0,8.0,Died,male,M,6,1,S,21.0,21.0,0,Adult,1,2,1,21.0,21.0,21.0,21.0,8.0,21.0,21.0,21.0,8.0
625,0.0,3,0,0,16.0,Died,male,M,6,1,S,21.0,21.0,0,Adult,1,2,1,21.0,21.0,21.0,21.0,16.0,21.0,21.0,21.0,16.0
626,0.0,1,0,0,32.0,Died,male,D,50,0,S,61.0,61.0,0,Old,1,6,1,61.0,61.0,61.0,61.0,32.0,54.0,54.0,59.0,32.0
627,0.0,2,0,0,12.0,Died,male,M,6,1,Q,57.0,57.0,0,Senior_Citizen,6,6,1,57.0,57.0,57.0,57.0,12.0,54.0,54.0,57.0,12.0
628,1.0,1,0,0,78.0,Survived,female,D,9,0,S,21.0,21.0,0,Adult,3,2,1,21.0,21.0,21.0,21.0,78.0,21.0,21.0,21.0,65.0
629,0.0,3,0,0,8.0,Died,male,M,6,1,S,26.0,26.0,0,Adult,1,3,1,26.0,26.0,26.0,26.0,8.0,26.0,26.0,26.0,8.0
630,0.0,3,0,0,8.0,Died,male,M,6,1,Q,28.0,28.0,1,Adult,1,3,1,33.0,28.0,28.0,33.0,8.0,28.0,28.0,33.0,8.0
