"IDpol","ClaimAmount"
4141829,1204
88357,1128.12
4179082,1204
4141791,1205.61
4155492,1204
4155488,1089.25
4179152,13.3
4174101,1204
4141760,75.99
4141751,11938.24
4141758,471.99
4114939,1204
149742,1314.6
4141791,44.11
4141774,1204
4176327,1204
4120609,1204
4155520,2734.89
4138749,1204
4141763,1204
4179082,3508.5
4155481,602
4141818,1204
4141735,579
4173636,1204
4155515,1204
4172022,184.55
4141779,1204
4138712,80
4141791,1204
4188992,1983.13
4155504,2000
4141838,1204
4175240,1204
4141770,1748.37
4175388,2000
4172612,1204
109274,1128.12
4155581,1204
4138752,1204
4155494,1204
4155555,1204
4155465,1204
4164384,889.59
4143899,1377.42
4159364,27204
4153596,3318.46
4173665,1204
4131057,1204
4169711,445.92
4164411,1204
4140142,9756.5
4169697,1204
4125253,1204
4153571,1204
4153607,966.98
4153614,1204
4164370,358.13
4159338,1714.54
4131024,1204
4185157,285.38
4164382,3204
4153632,3000
4153587,1204
4164414,1204
4164328,1204
4143867,98.15
4185179,1204
4188921,3204
4131049,1204
4164303,2787.28
4153616,1326.54
4143926,1204
4159334,984.72
4153559,1204
4153635,3360.98
4136269,1204
4132004,471.73
4181516,1854.27
4169746,2151.73
4153609,318.76
4121167,399.64
4153631,454.18
4159293,79.99
4153596,5204
4164382,516.32
4136232,80
4164313,766.76
4181567,1204
4181536,1204
4169746,2685.38
31753,1128.12
4181519,806.27
4169774,1204
4153617,2500
4187157,500.99
4159333,602
4181537,1210.99
169501,431.35
4164392,6204
4187157,3236.06
4181508,1452.33
4136269,428.27
4153593,1204
94972,1128.12
4153633,1204
4179770,822.53
4159345,5980.98
4143981,1204
4132012,1204
19642,1057.94
4153577,450.98
4169765,965.08
4184054,1699.63
4153640,1071.57
4153558,602
4164304,1204
4140161,541.84
4179770,1204
4164335,2638.42
4125248,500
4153612,1204
4164402,1204
4159343,1204
152621,1809.24
4121160,1204
4181506,1204
4164331,1204
4169662,1204
4184061,1204
31259,474.22
4151986,1204
4151927,830.31
4117439,3204
4151938,2204
4151951,570.59
4151985,1204
4165484,39.48
4117425,1508.21
109195,1128.12
4165525,3704
4152013,472.09
4117387,1204
4165539,1204
4165541,1579.63
4134207,1204
4178089,1204
4134253,3810.47
4165557,1204
4151962,474.15
149957,4372.34
4165501,602
4165577,602
4165659,1204
4165608,1204
4134225,602
4143515,917.55
4137282,1204
51046,142.19
4143470,813.18
31641,1128.12
4143502,1204
4143470,84.31
4163913,4263.11
4163891,156.37
4143480,1204
4185523,1204
4174711,107.18
4115864,127.72
4117528,602
117386,1128.12
4152845,6384.17
4163842,1204
4152814,1026.97
4188437,970.98
4127501,1153.77
4152842,1554.66
4152833,1204
4163930,71.52
109352,335.69
4188380,602
4185214,1522.76
4181388,1204
159051,6.91
4115864,8.82
4127508,231.4
4152810,296.4
4163897,1204
117393,7793.63
4163897,1204
4143516,1204
4174603,1204
4137331,1204
4172515,1204
4142634,1204
4142629,1244.51
4161483,307.04
4175721,412.87
31531,1128.12
4178538,1204
4142494,80.13
4142588,1547.58
4161481,4204
4173900,1204
4142503,544.46
4161487,193.42
4171364,1204
4142518,1204
4161487,10000
4127312,1204
4178711,1204
4173669,1204
4136152,1320.17
4136163,1204
41402,780.12
4134302,1204
4136161,1710.34
4134312,1204
4134299,1204
4136136,1204
4136148,1204
4136136,2166.18
4136170,80
4123133,7777
4120387,1030.44
4139428,1204
4139381,1204
4120417,3742.3
4174919,2000
4120441,3926.37
4138049,1204
4138043,797.59
4138017,397.93
4157494,1294
4149293,672.18
4119601,1204
4138032,3204
4149255,1204
4148148,1168.55
4149234,162.54
117591,361.25
4149338,2704
4185099,1204
4157480,1204
4157539,1204
4119614,1204
4138009,1204
4157483,3204
4149306,3624.48
4157568,1204
4157585,1204
109352,1128.12
4188582,2062
4149220,1204
4157523,602
4179577,277.07
4117309,602
148774,62.22
4117311,1204
4128233,602
31437,1128.12
4142011,1204
4142027,1069.81
4141939,1204
4180061,380
4177049,2226.69
4128215,90.9
4142006,1204
4142037,1204
4176953,1204
4128232,602
4135334,636.56
4140827,1204
4158070,84.92
4140851,1318.82
4166204,327.96
4158001,700
4158019,602
4140874,2204
4166230,651.13
4158078,3602
4124453,1204
4140876,1204
134045,2256.25
4169925,580.62
4158032,1204
4169952,1204
4166236,1204
4166202,1204
4140872,1204
4166249,16.27
4169965,12316
4169947,1404
4134524,1400
4166232,1204
4135312,602
4124516,1204
4157978,585.3
4140827,1204
4169982,1204
4165454,1204
4122374,134.9
4175236,1186.24
4148911,1204
4166557,8861.5
4130843,1204
4148929,1204
4165412,945.39
4165403,1204
162636,1128.12
4166558,1204
4148943,1204
4122372,1730.63
4148981,1204
4122406,684.74
4149044,1204
4186678,3204
4185665,668.27
4130891,1002
4166629,1204
161035,27.11
4176989,1204
24110,2174.7
4186695,1258.75
4174265,1733.2
4166554,1204
4122448,4636.24
4173303,1204
129253,3512.61
4149044,1204
4165455,1204
132545,1128.12
4130837,1204
4166679,1204
4178670,1204
4132114,477.91
109783,78.99
4132133,1204
4149983,3975.33
4176433,202
4119986,76.54
24032,1377.95
4125215,1204
4125214,1435.99
4186673,1204
4134571,3204
4119952,1204
4125197,1204
4149959,1204
4186119,1704
4132114,1204
4142376,203.26
4185568,1204
4178627,985
4186496,40.98
4164478,1204
4172307,1204
4157082,1204
4121327,312.07
4152955,1204
4175441,1204
4157163,1204
130363,1128.12
4121402,1204
4160379,1204
4157111,205.18
4176074,2166.47
4182847,1204
4121395,1516.63
4152929,3026.82
132050,391.94
4179177,1204
4182847,1204
4157098,1204
4187138,718.9
4121334,1204
4166483,824.23
4157147,1204
4178552,1204
4160321,1204
4152978,1204
4180752,1204
4140384,2539.48
4175120,802.65
4176164,300
4121575,1204
24169,963.35
4182911,1204
4177323,371.25
4175412,1204
4182922,1204
169878,88.1
4184680,1204
4182892,419.33
4174543,61.41
75883,1128.12
4166526,926.93
4182890,1204
4187331,466.9
4121612,57.23
4180781,1204
4187388,1204
4160338,1204
151656,74.37
4176162,1204
4177057,112.34
4157168,147.48
4176324,67.84
4174743,1204
4148905,1204
4121365,1204
4166495,1612.3
4115746,1204
174373,1128.12
4121471,101.82
4121397,1204
4160395,1204
4172310,1204
4166493,5204
4121361,1204
4182897,1204
4157167,1204
109729,74966.23
4187809,1204
4129589,1204
81534,1232.64
4148894,1204
4160395,1204
4157142,1204
4179419,1204
4187331,1204
4175429,1204
4172115,1204
4186450,1204
4149668,2441.35
4126195,1701.42
4149736,1204
4126176,493.68
4149770,5378.55
4136574,1204
4136580,1204
4163545,3204
4126219,1204
4126213,1204
109793,564.06
169863,1128.12
4163544,1543.66
23980,1387.24
4133655,115.87
4141517,1204
4123969,1204
4141498,823.01
81454,1128.12
4147873,589.3
4124023,602
4163288,8617.32
4154615,1204
4154521,1204
4154625,1204
4124014,1204
4154556,1204
4154625,1204
4147923,1204
4133652,214.17
4133664,1204
4147940,1204
4141542,1204
4125773,1204
4147940,1204
4124067,200
81387,1128.12
4154524,1011.58
4154536,2602
4133650,1051.76
4154534,1204
4146893,602
4147895,1204
4163319,1204
4147931,1204
4147908,1204
4161390,1142.28
4161405,4479.47
4161426,36
4161445,1204
4121206,1204
4132678,1567.25
130353,1128.12
4121206,632.52
4178319,299.18
4132676,83.72
4175452,602
4132714,1204
4132703,245.57
4132754,2028.51
4132748,1350
24072,564.06
4154954,7777
4118153,67.33
4164553,433.3
4147242,265.66
4133053,1204
158703,688.49
4164543,82.88
4118153,891.73
4147306,1204
4164535,781.7
4147297,393
4188993,1204
4147311,1974.15
4164536,3204
4129459,1204
4133015,1204
165060,40.02
4150115,1204
159814,1128.12
4177009,1204
4174194,1204
4136064,1204
4149356,1204
4118221,1204
4186203,407.44
4182341,1204
4179491,1204
4136030,2492.52
4182389,1204
4118250,1204
4134423,312.92
166722,286.4
4150057,385.87
109859,1128.12
4182403,442.68
4134433,1204
4175213,500
4182428,1204
4118786,406.32
4179319,134.02
4179320,1204
4118818,442.83
4118788,1204
4118854,816.18
4141277,74.15
4118738,1204
4118842,409.45
4118861,1204
4179148,9573.59
4141260,8542.68
4118853,1204
4118857,655.42
4118838,1204
4133091,2160.24
4151547,1204
4151571,1204
4139984,12289.6
20778,1128.12
4176386,1204
4185678,1204
4118983,1204
4171363,1204
95932,1089.13
4151561,1204
4167099,74.14
4114977,1204
143443,3581.19
4118885,2204
4133089,1204
4143730,3345.88
4180702,6500
4148826,4060.96
4180615,1204
4157026,2000
4156997,1204
4163744,8704
4118948,3695.83
4175003,602
4182173,1204
4133075,1204
4139979,3704
4180666,90.18
4118913,1701.3
4175590,181.2
4185975,1449.53
4167083,1204
4139994,159.19
4182146,755.72
4143753,2606.18
4163770,1204
4176317,89480.64
4182192,1204
149104,1128.12
4151579,89.69
4118942,1204
4172355,1204
109908,1128.12
4134864,1204
4176317,1573.46
4163737,151.13
22838,1128.12
4180666,1204
4180620,55.85
4163802,1204
4184316,1204
4160684,1204
4167063,1204
4182235,1204
81564,332.3
4167064,1204
4167079,957.83
4182247,41.69
4180707,1204
4182214,1204
4139986,1204
4133098,1204
4180694,2233.42
4163782,800.21
4118915,1204
4151532,602
4143745,1204
4184342,1204
4167033,1204
4163730,70.56
4166998,886.18
4180634,1204
4167027,396
4176043,2217.5
4157060,1204
4182154,1204
4160673,1204
4176011,1686.18
4180714,1204
4134872,7204
4167074,1204
4143736,1204
4184374,1204
4133110,1204
23945,4817.74
4184390,1391.45
4186614,1204
4143727,1204
4118940,1204
4157026,602
4134869,1204
4182247,1204
4184844,1204
4180637,8981
4151518,1204
4184391,1204
76862,1128.12
4173398,2923.32
4115451,602
4131487,1204
4115395,1204
4133832,1204
4131504,1204
4131492,1000
4133837,600.15
109765,12782.99
4131505,1204
109959,1128.12
4121727,1204
4158255,543.33
4132357,10339.54
4158237,7410
4158250,1204
4121743,3704
4177420,80.33
4178732,1204
4186692,1300
4188824,149.64
4121660,3204
4185866,1204
4132398,1204
4132322,3204
4121798,2887.01
4178661,2124.38
4121786,626.73
4132344,8073.11
4121768,1836.46
4121768,1470.82
87873,1128.12
4115687,1455.98
4132433,121.61
157375,793.2
4185866,96
4132346,1204
4132346,539.18
4158244,297.57
4158267,1204
4158303,1204
4121820,1204
4121782,1204
4115687,1204
4139080,327
4139090,1204
4173604,1204
4187295,1204
4139092,602
4178583,1204
4122650,1204
4177032,1360.46
4174658,1204
4139079,1204
4175126,1204
4134360,1204
4154412,317.81
4119666,1405.8
4135717,1204
4168068,1204
4179866,103.67
4154478,923.99
4135706,602
4188638,1204
4168051,1313.13
4119652,1204
4134366,3704
4157781,1204
4115714,1204
4179868,1452.11
4154456,1151.72
4116279,359.6
4134374,1204
4157761,1204
4179272,442
4157758,76.01
4168088,1204
4185337,602
4134374,602
4168096,660.44
4119705,1204
4135725,1204
4178147,80
4119657,1204
167342,1128.12
4168067,80
4116279,1204
4157796,1204
4135728,602
4187909,1204
4135727,2076.75
4157791,1204
109821,2588.62
4186501,1176
4187675,1204
4135720,1204
4154461,1204
4154412,1204
4168059,1204
4168115,1204
4119700,2150.64
4119705,1204
4168062,1204
4134375,1204
4119653,200
4178520,500
4157745,7777
4179862,3204
4178520,1204
4124466,2943.75
4133709,1204
4140766,1204
4133697,1544.27
4140769,2749.22
4124458,655.4
4133709,11204
4130258,1204
4138456,815.09
4138449,171.03
4138386,1204
4151728,1204
4180129,1204
4186591,849.98
4116023,1204
160027,1128.12
4130313,3319.26
4152741,211.9
4120511,1204
4130219,1204
4138407,1204
4179001,1204
172751,607.37
21060,1128.12
4152723,29.81
4138471,1204
4116047,1204
4138460,6204
4176455,1357.09
4135354,42450
4135379,1204
4138440,3704
4180483,1204
126185,2868.81
4138432,599.18
4135367,1204
4180489,1204
4130301,1204
4120482,563.91
4130328,3204
4152713,2000
4152610,602
4152714,1404
4130292,2321.86
135822,533.68
4138390,1204
4180499,383.13
4180484,1204
4152688,1042.39
4151725,913.81
4119626,1204
109851,876.82
4120472,1204
4138416,144.45
155331,1128.12
4138455,1204
41227,1741.18
4151339,1204
4117771,989.34
4117761,1204
4163428,1204
132534,1128.12
4117767,1809.91
4138374,649.93
4171501,602
4186769,46.06
4151352,1204
4188604,392.89
4140987,1204
147121,724.98
4151350,179.99
4117767,1204
4163479,1234.68
4163480,2204
4140917,1204
4151423,711.33
4151382,1204
4151337,460.36
4140979,443.1
4186548,84.33
4116095,1204
4163408,1204
4115549,1300
4163448,802
4117743,1204
4140928,1429.17
154221,1128.12
4151353,1204
4117741,3600
4180140,1204
4178193,1204
147121,1128.12
4187357,1204
4131567,2503.23
4143086,2110.74
4174848,1204
4157642,1113.45
4157634,566.46
43343,740.65
4174554,10584.92
4143114,2704
148882,448.64
4115670,3096.47
4157617,1204
4143117,1034.94
4185465,1204
4175280,191.13
4115633,1204
4130088,1204
4176505,1204
4175280,1204
4130139,1204
4130073,147.58
4171910,1204
4174532,1928.89
4130052,770.8
43312,1118.71
4130013,1204
43047,903.3
4150505,1204
4176297,1228.16
4117674,461.96
4178788,1204
4130020,1253.42
43294,2877.34
4187177,1204
4142132,1204
4142160,252.91
4142186,1204
4173503,910.08
4173662,1434.72
4126388,1204
4126388,76.54
4142222,321.99
43158,897.03
4126398,1204
4142094,1204
4142201,466.66
4142220,1204
43436,469.05
4159821,208.3
4179563,1204
4122001,2071.99
4122067,6698.08
43438,1128.12
4121902,938.93
4159778,1204
4158490,78.33
4159804,1204
4159721,1204
43219,2122.31
4175560,1204
4185207,3204
4142256,1204
4189024,364.6
4158496,6310.31
4159792,211204
4186052,1562.27
4169497,1204
4146095,1204
4142273,387.41
4114376,602
43471,1128.12
4114655,1204
4169479,1204
4189003,981
4188875,1204
126132,2780.55
43234,149.31
4174958,897
4159795,1204
4169532,1204
4169453,1204
4115318,1204
4188055,1204
4158656,500
4169542,602
4169422,82.52
4169457,1204
43467,1206.06
4158483,2000
4115827,95.05
4136689,1204
129809,1128.12
4158634,602
4122006,1204
4121968,4000
4173804,602
4175968,1204
43287,3812.15
4158455,1204
4134100,1204
4188192,1204
4134049,1204
4134018,602
4188531,1204
4134081,602
4134103,1204
4172010,1204
4133957,602
43216,670.15
4134083,905.35
43154,501.09
4188233,602
4134015,1204
43105,1128.12
4146567,448.61
4177116,1204
4146649,1340.83
4179978,1204
4114569,1513.2
4146630,946
4146685,1204
4118105,80.5
4146662,1204
4178470,875.12
4146638,3000
4118070,375
4179186,1586.24
4129724,1204
4146634,2101.73
4146663,358.02
4129737,1537.04
4180018,136.24
4146657,558.12
4129681,1204
4146563,217.3
4172941,1204
4129694,1204
4146568,1204
136836,3125.19
4118102,1204
43264,1128.12
4127951,1204
4158394,1204
4159625,1204
4176605,89.2
4158432,75.95
4158432,1204
4127157,1204
4127096,1204
4118137,75.95
4159624,1204
4158439,1204
4158413,1204
4118124,1204
4159628,1204
4159663,1204
4159669,3939.95
4159677,602
4176848,1204
4179590,9742
4159613,1356.45
4158394,1204
4176501,349.19
4188562,1204
4159626,602
43421,1128.12
4145910,1204
4158397,1204
4171660,1204
4178394,1204
43527,290.59
4128417,1741.22
4142906,1204
4142911,3900.04
4118675,1204
43525,1128.12
4142871,1860.96
4156396,80
4142812,80
4171995,1204
4156351,1204
4142810,600
16939,3560.09
4156383,1374
4156362,1204
4156343,602
43261,1128.12
4156360,16.58
4156392,1204
4128419,1204
4156360,2980
4142896,1204
4142903,602
4156395,3204
4156438,3204
4142815,1204
4156352,2900
43491,3828.89
4156323,1204
4142850,602
4156411,1204
4144121,1204
4144175,1371.96
4114737,1204
4144226,1204
4144127,30.3
4144125,1204
4144208,1654.14
4144216,1204
4118716,1204
4173457,2011.69
4138180,718.07
4138071,1204
4149797,426.48
4165122,1204
4149786,1204
4128179,41204
4149807,624.95
4128155,62.6
4149850,4248.97
4138120,730.08
4138169,1199.91
4149898,1204
4128117,63.87
4149805,1204
4128128,1204
4149807,160.75
4138171,1204
4138171,1204
4165139,1425.15
4128129,1204
4149899,1204
4149901,1204
4128149,1204
4165187,1506.38
4149890,1204
4117196,1204
4148326,15607.96
4148318,80.5
4148391,599.27
4148361,416.72
4148323,1204
4129405,80.5
4162789,412.83
4162793,82.52
4147830,4049.23
43298,564.06
4177077,1204
4147763,1204
4147824,786.24
4148391,1204
4147808,4486.24
4176841,1204
43200,1128.12
4175867,494.11
4189195,1204
4147827,2204
4185978,2481.66
4131616,698.22
79674,1264.42
4179246,1204
4148361,434.64
4185383,82.52
4162815,3204
4148360,1204
4156278,9263.4
4186822,39660
40367,1128.12
28168,1496.45
4156197,232.08
4186084,1204
4146448,1204
4179432,616.47
171244,1913.21
4117841,1204
4125686,602
4156177,1204
4156154,1204
4171742,1204
4156192,1204
4182008,175.94
4131657,1204
4156214,74.14
137005,1128.12
4156214,1204
4182049,1204
4182020,1204
79828,220.67
4131662,2323.29
4156283,1204
4117843,1204
4125677,1204
4146508,1204
4181993,602
4146388,734.02
4138780,206.01
4182073,1404
4173291,1204
4182036,1204
4182019,1204
4182051,82.52
4146432,1204
4117827,186.18
4156303,1456.26
4156188,1204
4131693,1204
4125724,1204
4131706,1204
4182037,1204
4131727,1204
4127613,1204
4185161,3204
4160022,1204
4160004,1204
4145597,1204
142206,499.12
4116950,119.6
4159856,1204
4160055,2398.99
4159991,8843.26
4159988,3704.59
4125305,1127.41
4159836,1204
4159936,1208.03
4174820,4919.11
4116957,1204
4176420,201.57
4159988,1204
4173771,1204
4159903,1204
4159900,1204
151019,633.97
4127179,815.34
4137377,1204
4160264,2802.87
4140234,1204
4177058,439.16
4140183,1204
4177397,1204
4127189,527
4160249,1204
157105,1128.12
4160249,1204
79748,1039.28
4144067,852.81
4144022,1204
79974,321.23
4171373,1204
4116037,117.81
4173894,1204
4144011,1204
28328,1128.12
4172422,1204
4171403,1204
4160832,763.2
4115143,2704
4160859,933.36
4144095,1204
4130988,1204
4144106,685.55
4172947,2257.06
4185972,1204
4130948,1204
4177749,1204
130730,333.85
4125031,1204
4125053,602
4125077,1000
4125082,1204
4125129,1204
4125094,602
4125146,1204
4125121,526.34
4125146,1204
4125077,1204
4188444,200
4125072,1204
4125034,1204
4185884,2778.15
4132772,76.01
4157252,524.47
4129643,80.13
4157342,1293.7
79646,827.93
4119758,1204
4158689,1843.16
4119764,1204
4157295,1204
4157306,1284
4132805,879.44
4132800,71.76
4129647,1000
4157231,1204
4132832,1888.09
103810,214.21
4119728,1539.5
4157181,1669.63
4132847,575.15
4157180,89.7
4158705,1204
4132822,1204
4157259,2013.55
4153984,87.92
4158901,1204
4158800,2.61
4129070,380.92
17288,1128.12
4137633,1204
4142422,2950.36
4134661,1949
4165911,1204
4158832,858.75
4129081,1204
28233,564.06
4148583,1204
4135981,10280.85
4158819,1204
4165870,2236.76
4140740,1723.39
4165941,424.46
4153907,1204
4158918,765.2
4153990,1204
4124978,1563.71
4148668,1204
4165874,1204
4134645,955.57
4124948,1175.89
4125000,1204
4137635,1204
4165918,1204
4153943,3561.88
4135969,1082.25
4139150,1204
4139149,3000
4158843,1204
4140731,1204
4140734,1204
4137689,1204
4181038,3867.62
4139173,1204
4165863,900.01
28309,172.25
4124975,1204
4131971,1204
4181041,1204
4158868,2408
4139173,1204
4153971,1351.08
4165967,3704
4135982,3704
4158812,150
4165821,1204
4129108,70
4158786,1404
4154027,1204
4153959,905.85
4180999,1204
4129080,873.89
4125006,1204
4142461,1204
4148608,1204
79974,1128.12
4137664,6204
4165985,1204
4124974,1204
4129108,1204
4158874,1204
4180976,885.4
4135984,1204
4158807,1204
4181077,130.7
4134672,446.77
4148595,96.47
4137648,99.42
4140733,2568.91
4165852,1204
4153968,1204
4165852,1204
4158774,1204
4181077,307.22
73986,1128.12
4148635,2812.26
4131967,1204
4129105,1338.55
4129099,81.5
4148662,1204
4148642,1204
4148606,500.67
4181004,1204
4129084,1204
4165816,3626.71
4165911,1204
4134675,1204
4158772,602
4173630,602
4123302,1204
4123343,1222
4123358,904.02
4116320,2133.89
4140534,1204
4140501,602
4172263,658.92
4140504,1204
131634,84.97
4127372,625
4140534,1408.8
4127357,1204
4116304,1204
4116325,1204
4140555,1204
4123312,1204
103785,59.19
4140543,1204
4140503,1204
4123363,1413.96
4140574,1204
4116332,602
103820,1128.12
4127387,953.16
4116337,2000
4127378,1204
4140525,1204
4167629,1614.9
4141175,4280.23
4181774,2953.74
4157873,2222.22
4130163,2292.5
4141157,1204
4141104,1204
4167513,85.63
4130197,2204
4141163,154.09
4167455,1204
79863,75.32
4167492,257.38
4157894,7777
4167616,1204
4167629,1867.39
4124402,1204
4141171,1204
4167405,9425.66
4167602,216.99
4167581,2500
4157967,170.62
4167503,439.84
4141158,1374.81
4167581,1204
4181835,1204
4181860,1204
4167529,1204
4167488,1204
4181887,2666.06
4157878,6204
4167450,1204
4181834,1204
4167519,1204
56254,7154.23
4167421,4589.6
4181773,410.29
4181878,257.38
4181838,221.9
4181838,1602
4124410,913.34
4181841,889.45
4181765,7894.25
4181896,1204
4141223,36204
4181878,115.08
4167602,1204
4181817,1204
4157833,1204
4181821,51204
4181909,1204
4141203,555.16
4181981,1138.15
4167547,602
4181866,623.26
4181971,1204
4181834,1204
4141134,1204
4167606,1565.69
4141185,1204
4184174,1318.82
4181807,1204
4181812,494.43
4157917,1204
4157833,1204
4181841,1204
4167430,1204
4184190,1204
4167413,1204
4130190,1204
4130150,1204
4148042,399.09
103872,1262.9
4148039,605.87
4147990,1204
4148028,1204
4147954,1204
4148011,1204
4148018,476.86
28210,1128.12
4148022,5901.28
4148060,1204
4147957,1204
4119551,1204
103855,360.32
4139781,3661.08
4139781,2204
4130742,6085
4152056,414.7
4177801,490.07
4152076,1204
4119552,1204
4130775,1204
28303,1399.65
4124354,1108.85
4179779,200
4119540,693.68
4139698,1448.62
4152077,2176
4130761,1204
4178766,4885
4139751,1204
4139712,3637.36
4154945,1204
4115305,1204
4132575,1204
4132523,313.13
4132498,1204
4132478,1855.41
4175912,324.25
4165785,1204
4165769,951.25
4132486,1627.32
4177668,4335.66
28321,1128.12
4165753,3240.21
4165736,1204
4154854,1204
4165746,1709.7
4132491,1204
4177380,78.7
4154811,1559.44
103898,4127.54
4181152,927.47
4120078,1204
4122080,932.21
4181158,1204
4120111,1204
4181195,1307.64
4165811,703.74
4154827,1204
4132515,1204
4181255,1793.09
4179546,1204
4132561,1518.99
4115327,152.45
4132452,80
4171289,1204
4132467,326.05
4173321,3204
4154909,4000
4154831,1650.72
4181217,1231.75
4122062,1204
4165782,306.84
4165795,602
4181225,1204
103835,1128.12
4132497,1204
4173817,1204
4154856,602
4162012,1261.11
4130723,1204
4144621,1204
4152287,40.9
4130699,1204
4161990,1204
4162025,950.33
4144656,1028
4161943,2402.24
4144609,1204
4152354,1204
4144615,676.06
4126475,2408
4144666,1124.67
4152291,1204
4141093,432.82
4152283,2000
4126500,1204
4139919,79.89
4152341,7700
4126439,1204
4170382,76
4152301,1313.05
4152362,1204
4162027,1204
4139922,364.37
4152409,1204
4133483,1204
103909,1791.25
4161931,213.21
4139950,1204
4162046,1204
4130701,1204
4152369,1204
4144602,1204
4152344,91.05
4162011,602
4126439,1204
4170413,1204
4170426,2842.86
4152344,1204
4133501,1204
4144660,395.31
4170381,150.83
28218,1128.12
4161945,602
4152363,1204
4162046,1204
4170466,602
4126439,1204
4170413,1204
4170389,1204
4150715,137.75
4150732,837.2
4167272,1204
4116825,1204
4150808,1204
22350,2839.2
4116720,4203.37
4143671,82.52
4174419,200
4143636,2704
4167360,1204
4187279,500
4179991,611.98
4179331,1204
4136477,1204
4150757,1204
4159607,1204
79963,564.06
4159593,1204
19525,1128.12
4116900,1204
4115049,1628.8
4179292,1005.36
4185930,1204
4150779,3990.43
4135086,1204
4172681,1204
79818,457.35
4150725,3890.18
4159536,1204
96713,2017.82
4116856,1204
4136478,2558.78
4176686,753.81
4185528,586.24
4159563,200
4159583,602
4181639,1053.43
4167344,2330.33
4116720,4872.01
96974,1559.1
4167361,1204
4174918,602
4116000,723.61
4115465,1204
4184550,1204
176508,1206.24
4173439,1204
4167382,1204
4160474,3572.95
4146913,1189.93
4127831,3000
4127803,1204
4146943,70
4138634,2500
4138704,2222.96
4124115,1204
4160429,1204
4160414,1204
159618,2256.25
4124150,70
4127790,1204
4133291,8606.27
96734,1656.61
4146948,1065.79
4127791,1204
4127813,1204
4133330,602
4160476,1204
4133293,1204
4138632,1204
96631,1128.12
4138649,1204
4124161,1204
4146909,1204
4160440,607.16
4160510,1204
4124105,1204
4138640,1027.33
4160523,1674.41
4146982,1204
4133315,1204
4133287,602
4160528,1204
4140425,1204
4140452,1571.81
4140457,1129.4
4153530,24285
4140474,1204
4153534,2204
4140487,2000
4140468,1204
4140455,1204
4146152,1204
4146151,3277.11
4146144,61204
4146131,1204
4146156,1204
4118490,1204
4156708,2248.89
96683,923.01
4133897,37.6
4144869,2588.71
4156743,725.4
4188476,1204
4156748,5067.76
4166131,201.51
4166108,3204
4144863,88.74
4166111,1204
4156769,750
4144905,1204
4166144,1204
4156737,20150.43
4166105,80
4156706,602
44191,1234.4
4144896,1204
4133876,602
4156708,10000
4166098,1204
4156746,8204
4131298,1704
4151054,928.86
4156619,1204
4123260,602
4156612,76
4131300,3697.09
4131296,602
4131100,196.97
4151095,1099.41
4151076,1204
4156655,1204
4131276,1204
4131276,1204
4156639,521
4151081,1204
4183777,1204
4184400,1204
4116993,602
4159840,1204
4169374,1204
97060,1128.12
4159918,1204
4184447,445.17
4159851,1204
4160047,447.31
4169395,1204
4184432,1204
4169376,1204
4131377,67.83
177488,520.03
4163679,1204
4141339,716.93
4169987,602
96917,37.87
4163610,1204
4170163,1204
4163642,1664.44
4163661,607.43
4163690,602
4170160,1204
4188545,1204
4169987,1204
96735,1128.12
4170066,1204
4163719,1204
4170087,3204
4148199,1704
4131355,1204
4163702,1204
4170055,1204
4156763,1204
4183095,1204
4131829,1204
4183100,1204
4143357,1204
4164713,1204
4169210,1204
4183112,1204
37668,2101.42
80844,1128.12
45543,1128.12
45478,1128.12
45561,1128.12
80175,5809.97
103239,182.7
45886,2425.45
74855,1636.45
103190,1000.27
93621,4177.11
61012,17937.57
80759,220.89
37523,3052.27
74683,1128.12
80671,1128.12
61021,642.07
93725,61.04
61491,1128.12
130138,3938.28
93551,75.67
46313,9.63
74845,1128.12
93650,1128.12
80796,744.99
74841,1128.12
74893,1128.12
61021,686.26
93671,49.39
99836,437.18
103197,830.48
45591,1222.93
61341,15948.14
74912,1128.12
80972,1128.12
72608,892.24
80812,1210.3
103304,535.94
74997,1128.12
80879,1128.12
45966,1128.12
46357,338.38
60991,1128.12
72148,1128.12
46292,1128.12
61021,890.08
37608,1454.08
103423,75.68
37656,406.8
37454,1128.12
103337,972.48
146299,1128.12
115548,1128.12
80705,2182
61161,456.04
149515,1128.12
177806,2183.02
46130,1128.12
37677,1128.12
61435,349.8
74552,1128.12
74896,1128.12
103358,1128.12
80678,64.91
161046,1128.12
46252,236.54
37509,12142.1
45567,1638.1
88964,564.06
133465,73.18
80914,1128.12
80659,1128.12
74914,1128.12
45631,206.34
39016,579.7
61070,560.39
93522,1220.34
46246,1128.12
115621,1128.12
61209,1128.12
46187,1128.12
74995,1128.12
46204,4644.55
37666,1128.12
103118,410.9
103155,1128.12
74721,1128.12
39875,1128.12
74947,519.78
93693,1128.12
37627,1128.12
103391,1197.78
128571,640.24
74539,9528.67
61327,2320.7
37575,1128.12
46274,1128.12
61162,2909.42
93637,3740.49
37478,244.49
103108,959.25
67250,1128.12
67877,1128.12
176082,5768.85
67986,121.98
68093,171.15
48101,77.22
67952,2906.79
77281,68.03
67905,3530.83
68318,1749.13
67827,1325.74
68258,1128.12
68209,912.72
27988,1128.12
67825,81.31
67963,1152.87
68058,1337.17
68375,1811.96
