ID,overall,potential,value,wage,nationality,position,age,preferred_foot
169631,59,59,140000,1000,Republic of Ireland,LB,31,Left
188831,59,59,120000,2000,England,LB,29,Left
203424,59,64,200000,2000,England,CM,24,Right
227744,59,64,170000,1000,Colombia,LB,22,Left
246176,59,68,200000,1000,Turkey,CDM,19,Right
224673,59,59,150000,2000,China PR,RCM,28,Right
222114,59,66,180000,1000,England,CB,25,Right
233378,59,69,250000,1000,Republic of Ireland,LM,20,Left
243618,59,72,270000,2000,Austria,CAM,17,Right
244643,59,71,280000,1000,Argentina,LM,20,Left
245155,59,79,300000,1000,Ghana,CF,17,Left
206500,59,64,150000,1000,England,GK,24,Right
222628,59,63,170000,3000,China PR,CB,25,Right
244900,59,60,140000,2000,Mexico,RB,27,Right
239269,59,74,290000,1000,Belgium,LB,18,Left
240805,59,71,250000,1000,Hong Kong,CM,18,Right
242085,59,71,250000,8000,England,CDM,21,Right
237478,59,76,325000,4000,England,ST,18,Right
244902,59,67,230000,2000,Uruguay,RW,23,Right
238503,59,71,220000,2000,Germany,GK,21,Right
243623,59,62,200000,2000,England,ST,25,Right
49575,59,59,20000,1000,Sweden,CB,37,Right
246183,59,68,210000,1000,Czech Republic,RB,20,Right
237224,59,67,230000,1000,Canada,ST,23,Right
240040,59,76,325000,2000,Denmark,RM,19,Left
244136,59,66,220000,1000,France,RM,22,Right
226473,59,68,210000,1000,Scotland,LB,20,Left
241578,59,74,300000,1000,Sweden,CB,19,Right
228267,59,61,150000,1000,United States,CB,27,Right
242604,59,76,325000,1000,Poland,RM,18,Right
213678,59,68,180000,8000,Republic of Ireland,GK,22,Right
243886,59,67,200000,1000,Denmark,RWB,21,Right
245166,59,65,0,0,India,CB,22,Right
237231,59,59,160000,1000,France,ST,28,Left
240559,59,79,325000,4000,Spain,ST,18,Right
242095,59,60,150000,1000,Sweden,LB,26,Right
241840,59,69,250000,1000,Argentina,ST,19,Right
244656,59,66,160000,1000,Japan,GK,22,Right
232369,59,59,20000,1000,Japan,CB,36,Right
231858,59,66,180000,1000,United States,RB,24,Right
243634,59,69,240000,1000,Japan,LM,19,Right
245170,59,71,0,0,India,LCM,20,Right
241587,59,71,250000,2000,Saudi Arabia,LDM,21,Right
225716,59,59,100000,2000,China PR,LWB,31,Left
242100,59,74,300000,1000,Korea Republic,CB,19,Right
244660,59,60,140000,1000,Colombia,LB,27,Right
244405,59,70,260000,1000,Netherlands,CM,19,Right
245429,59,76,290000,1000,FYR Macedonia,CDM,18,Right
244406,59,69,250000,1000,Netherlands,ST,19,Right
244663,59,67,200000,1000,Serbia,LB,20,Left
245431,59,62,140000,2000,Turkey,GK,26,Left
203192,59,62,160000,1000,Northern Ireland,LB,26,Left
220856,59,64,210000,2000,Mexico,ST,24,Right
225976,59,65,210000,3000,Saudi Arabia,RM,23,Right
243896,59,64,170000,4000,Algeria,LB,25,Left
246456,59,70,220000,1000,Netherlands,RB,19,Right
245689,59,72,260000,2000,Ecuador,CB,19,Right
189625,59,59,130000,3000,England,RCB,28,Right
245691,59,73,300000,1000,Argentina,RW,17,Left
244412,59,68,210000,1000,Italy,CB,21,Right
241085,59,75,325000,2000,Germany,CM,19,Right
191677,59,59,50000,1000,Korea Republic,CDM,34,Right
240318,59,64,150000,1000,Korea Republic,GK,24,Right
246462,59,68,240000,2000,Argentina,ST,21,Right
244415,59,61,160000,1000,Austria,RCB,26,Right
244671,59,75,325000,1000,Austria,CAM,18,Right
201920,59,65,210000,1000,Russia,LM,24,Right
244160,59,64,170000,1000,Poland,RCB,26,Right
237505,59,69,220000,1000,England,LB,20,Left
244673,59,80,325000,3000,England,CM,17,Right
223683,59,67,170000,1000,Belgium,GK,21,Right
240835,59,79,290000,1000,Uruguay,LB,18,Left
245699,59,74,325000,2000,Mexico,ST,18,Right
240836,59,80,300000,2000,Germany,CDM,17,Right
246469,59,76,325000,1000,Argentina,RM,18,Right
195013,59,59,130000,1000,Republic of Ireland,RB,26,Right
241862,59,74,300000,2000,Saudi Arabia,CB,19,Right
215752,59,60,150000,1000,Lithuania,CDM,27,Right
232904,59,69,220000,3000,Saudi Arabia,CDM,20,Right
238024,59,68,210000,1000,Netherlands,CB,21,Right
245448,59,68,210000,2000,Argentina,RB,21,Right
53960,59,59,40000,1000,England,GK,35,Right
225993,59,67,170000,1000,New Zealand,GK,22,Right
227529,59,65,150000,1000,England,GK,19,Right
231881,59,69,260000,1000,France,ST,21,Right
239305,59,70,270000,1000,Spain,LCM,21,Left
245705,59,75,325000,1000,Spain,CM,18,Right
240587,59,68,240000,5000,Saudi Arabia,RM,23,Right
223180,59,69,220000,1000,England,LB,22,Left
237260,59,66,180000,1000,United States,RB,23,Right
239564,59,71,210000,1000,Germany,GK,19,Right
241100,59,70,220000,1000,Argentina,LB,19,Left
244940,59,66,190000,1000,Austria,LB,21,Left
193740,59,60,140000,2000,England,LB,27,Left
236237,59,69,190000,1000,Argentina,GK,20,Right
204494,59,59,170000,1000,Germany,LM,26,Left
216526,59,66,190000,1000,Cyprus,CB,24,Right
225486,59,64,200000,1000,Canada,CM,22,Right
242894,59,64,170000,1000,Iceland,RDM,25,Right
227791,59,59,130000,1000,Korea Republic,RB,26,Right
233679,59,67,230000,2000,Japan,ST,23,Right
239311,59,72,280000,1000,Belgium,CAM,18,Right
228304,59,68,240000,3000,England,ST,21,Right
243664,59,66,220000,2000,Austria,CM,22,Right
223953,59,69,220000,1000,England,CB,22,Left
243665,59,76,300000,1000,Ivory Coast,CDM,20,Right
212178,59,66,160000,1000,England,GK,23,Right
244690,59,79,300000,3000,South Africa,CAM,17,Left
182738,59,59,100000,2000,England,RB,31,Right
242131,59,67,170000,1000,Colombia,GK,22,Right
244435,59,66,220000,1000,Austria,RM,21,Right
222422,59,69,260000,1000,Scotland,ST,21,Right
242902,59,68,210000,1000,United States,CB,22,Right
224215,59,68,180000,1000,Belgium,GK,21,Right
237783,59,68,200000,1000,Japan,CB,19,Left
243159,59,62,200000,1000,Sweden,RS,26,Left
235481,59,63,170000,3000,Saudi Arabia,CB,24,Right
245721,59,83,350000,1000,Italy,ST,17,Right
241114,59,66,220000,2000,Denmark,LS,22,Right
205019,59,62,160000,2000,England,RB,25,Right
224731,59,59,150000,2000,China PR,RM,30,Right
244187,59,65,180000,1000,Senegal,LB,23,Left
225756,59,65,220000,1000,Australia,ST,21,Right
226524,59,72,230000,1000,Sweden,GK,19,Right
233180,59,59,160000,1000,Japan,CF,28,Left
240604,59,69,210000,1000,Wales,LB,19,Right
242652,59,78,325000,1000,United States,RM,18,Right
202973,59,63,140000,1000,Korea Republic,GK,26,Right
220893,59,67,230000,4000,England,ST,22,Right
236510,59,64,210000,3000,Hungary,RW,24,Right
244702,59,78,325000,1000,Turkey,CM,18,Left
218591,59,65,180000,2000,Republic of Ireland,RB,23,Right
227807,59,74,350000,6000,England,ST,20,Right
235487,59,69,220000,3000,Saudi Arabia,LB,21,Right
235744,59,74,325000,1000,England,LM,19,Right
243169,59,81,350000,1000,France,ST,16,Right
184801,59,59,140000,2000,England,CM,30,Right
228322,59,71,220000,1000,Spain,GK,22,Left
228578,59,69,220000,1000,England,LB,21,Left
232674,59,66,180000,4000,Saudi Arabia,LB,24,Left
244962,59,73,300000,1000,Chile,RB,20,Right
222179,59,59,120000,3000,China PR,RB,28,Right
237027,59,71,280000,1000,Korea Republic,LW,20,Right
243683,59,61,150000,2000,Ivory Coast,CB,27,Right
244707,59,74,290000,1000,Germany,CB,18,Right
228836,59,66,190000,1000,Senegal,CB,22,Right
245476,59,62,200000,1000,Brazil,LM,25,Left
222181,59,59,120000,3000,China PR,CB,29,Right
225509,59,67,230000,2000,Wales,ST,21,Right
226533,59,70,270000,1000,Ghana,LM,21,Left
235493,59,68,200000,4000,Saudi Arabia,RB,22,Right
206566,59,63,0,0,New Zealand,GK,24,Right
233446,59,63,200000,1000,Norway,LM,24,Right
236006,59,66,220000,1000,Australia,LCM,20,Right
245990,59,74,300000,2000,Brazil,RB,19,Right
209895,59,63,140000,1000,Australia,GK,26,Right
233447,59,74,325000,1000,Chile,ST,19,Right
232936,59,59,60000,1000,Japan,GK,34,Right
226025,59,66,220000,1000,Poland,CM,22,Right
221930,59,67,200000,2000,Switzerland,CB,23,Right
238058,59,74,350000,2000,England,CAM,20,Right
242922,59,69,250000,1000,Venezuela,CM,20,Right
232427,59,70,270000,1000,Japan,LW,22,Left
244459,59,68,210000,1000,Guinea,LB,20,Left
238060,59,76,280000,2000,England,GK,19,Left
240364,59,67,230000,1000,Nigeria,ST,21,Right
243180,59,72,290000,1000,Japan,CM,19,Right
228077,59,61,190000,2000,China PR,LM,25,Right
228845,59,61,130000,1000,Norway,GK,28,Right
242926,59,59,130000,1000,Korea Republic,RDM,31,Right
244718,59,60,190000,1000,Italy,ST,26,Right
245742,59,74,325000,1000,Netherlands,CAM,18,Right
206575,59,64,210000,2000,England,ST,24,Right
222191,59,59,160000,2000,China PR,LM,27,Left
243695,59,66,190000,1000,Austria,RWB,21,Right
245999,59,79,300000,4000,Spain,RW,17,Left
201457,59,60,190000,2000,England,ST,26,Right
213489,59,68,180000,1000,Poland,GK,22,Right
222449,59,62,160000,2000,China PR,LB,24,Right
210418,59,59,130000,1000,Poland,LDM,28,Left
235250,59,70,270000,1000,Mexico,ST,20,Right
239858,59,59,120000,3000,China PR,RB,28,Right
241650,59,77,300000,1000,Sweden,ST,16,Right
226547,59,66,220000,2000,Argentina,CM,22,Right
231411,59,74,300000,2000,England,CB,19,Right
236787,59,76,300000,2000,Germany,LB,19,Left
242163,59,69,260000,1000,Chile,ST,20,Right
243955,59,68,240000,1000,Germany,CF,21,Right
246259,59,73,280000,2000,Mexico,CB,17,Right
239348,59,69,210000,1000,Netherlands,RCB,19,Right
204021,59,62,200000,1000,Scotland,CAM,26,Right
244469,59,60,140000,1000,Switzerland,RDM,28,Right
245749,59,75,325000,1000,France,ST,18,Left
229878,59,70,270000,2000,Argentina,LM,20,Left
238326,59,75,325000,1000,England,ST,18,Right
240886,59,65,180000,1000,Wales,CB,20,Right
230136,59,73,350000,1000,Northern Ireland,CAM,21,Left
236025,59,66,220000,2000,England,ST,23,Right
239609,59,79,325000,1000,China PR,RM,19,Right
228858,59,69,240000,1000,Sweden,CM,19,Right
239098,59,65,180000,2000,Germany,CB,23,Right
236027,59,69,220000,2000,England,RB,20,Right
243451,59,71,280000,4000,France,ST,20,Right
245500,59,67,230000,1000,Ghana,LW,23,Right
245756,59,73,300000,1000,Chile,LB,19,Left
214525,59,65,160000,2000,Wales,GK,24,Right
227837,59,69,220000,1000,Sweden,CB,22,Right
237821,59,74,300000,1000,Japan,LB,19,Right
242429,59,73,270000,1000,New Zealand,LWB,17,Right
244221,59,69,220000,1000,Luxembourg,CDM,21,Left
213502,59,64,180000,1000,Republic of Ireland,RCB,23,Right
241150,59,78,325000,2000,Germany,CM,18,Right
242430,59,72,230000,1000,Netherlands,CB,17,Right
212991,59,62,200000,1000,Austria,CF,25,Right
241407,59,69,0,0,New Zealand,ST,21,Right
242431,59,75,350000,3000,Germany,CM,20,Right
242687,59,70,270000,2000,Argentina,RM,20,Right
223488,58,64,130000,1000,Norway,GK,21,Right
244480,58,68,200000,1000,France,CM,20,Left
245248,58,59,150000,1000,Sweden,ST,27,Left
244481,58,68,180000,1000,France,CB,20,Right
206338,58,62,170000,1000,Republic of Ireland,ST,24,Right
232707,58,75,250000,1000,Turkey,CB,19,Right
239107,58,60,160000,1000,Chile,ST,25,Right
223236,58,69,220000,1000,Argentina,CAM,22,Right
230660,58,69,190000,1000,England,CB,21,Right
236292,58,72,250000,1000,Italy,LCB,20,Right
245252,58,75,250000,1000,Germany,CB,19,Right
215301,58,65,150000,1000,England,CB,22,Right
229893,58,65,180000,2000,England,RM,21,Left
230661,58,69,220000,2000,Switzerland,ST,22,Right
243973,58,75,240000,1000,Germany,CB,18,Right
245253,58,76,260000,2000,Luxembourg,CM,18,Right
229126,58,58,100000,2000,England,RB,28,Right
182790,58,58,70000,1000,China PR,RB,32,Right
241159,58,78,230000,4000,England,CB,17,Right
244743,58,68,210000,1000,Mexico,CAM,21,Right
237832,58,68,210000,5000,England,ST,21,Left
242184,58,77,230000,2000,Germany,RWB,18,Right
245001,58,72,260000,3000,Germany,ST,18,Right
245513,58,74,250000,1000,Greece,CDM,19,Left
204298,58,61,110000,1000,Denmark,GK,25,Left
187658,58,59,100000,1000,England,GK,28,Right
229643,58,72,250000,2000,England,CB,20,Right
234507,58,61,0,0,India,CM,25,Right
140300,58,58,50000,1000,Scotland,GK,34,Right
219660,58,69,220000,1000,Republic of Ireland,ST,22,Left
231437,58,59,120000,2000,Saudi Arabia,LB,26,Left
232205,58,73,250000,1000,Chile,RDM,20,Right
243981,58,73,250000,1000,Kosovo,CB,20,Left
204302,58,61,130000,2000,England,LB,26,Right
228366,58,65,150000,2000,England,LB,22,Left
234511,58,70,180000,1000,France,GK,21,Right
223760,58,62,0,0,India,GK,25,Right
246032,58,65,130000,1000,Czech Republic,GK,21,Right
223761,58,67,170000,1000,Germany,RB,21,Right
228113,58,67,200000,1000,Republic of Ireland,ST,21,Right
232721,58,58,30000,1000,Japan,CB,35,Right
242961,58,74,250000,1000,England,RM,17,Right
225810,58,66,180000,1000,Colombia,CM,22,Right
238610,58,72,280000,3000,Croatia,ST,20,Right
235539,58,64,130000,2000,Saudi Arabia,GK,23,Left
242196,58,76,230000,1000,United States,LB,18,Left
245780,58,73,240000,1000,Germany,CDM,18,Right
238357,58,67,170000,3000,Saudi Arabia,CDM,22,Right
246037,58,66,190000,3000,Venezuela,LW,22,Left
221974,58,61,160000,3000,China PR,CM,25,Left
219159,58,65,130000,1000,Australia,GK,23,Left
240920,58,72,230000,2000,Saudi Arabia,GK,20,Right
244504,58,61,160000,2000,England,ST,24,Right
221978,58,60,120000,2000,China PR,CDM,27,Right
229914,58,62,170000,2000,Republic of Ireland,CM,21,Right
231962,58,58,100000,2000,China PR,RB,28,Right
223771,58,58,0,0,India,ST,31,Right
228381,58,65,180000,1000,Sweden,CM,22,Right
241949,58,58,90000,1000,Colombia,CDM,30,Right
243998,58,70,200000,1000,Germany,CDM,19,Left
235807,58,72,260000,1000,England,CM,18,Right
222496,58,65,180000,1000,Sweden,ST,20,Left
238880,58,72,250000,1000,Colombia,RCB,20,Right
242721,58,65,130000,1000,United States,GK,23,Right
138786,58,58,30000,1000,England,GK,35,Right
228642,58,74,280000,4000,England,CAM,20,Left
224547,58,59,150000,2000,China PR,CM,25,Right
244515,58,71,200000,1000,Ghana,LWB,18,Left
238628,58,65,130000,1000,Germany,GK,20,Right
242214,58,75,230000,1000,United States,CDM,17,Right
242470,58,63,170000,1000,Colombia,CM,24,Right
240681,58,69,170000,1000,Netherlands,GK,19,Right
240170,58,73,210000,1000,Poland,GK,18,Right
240682,58,66,190000,3000,Saudi Arabia,LM,22,Right
243242,58,74,210000,1000,Korea Republic,GK,18,Right
241963,58,74,270000,2000,Saudi Arabia,CM,19,Right
243243,58,72,250000,1000,Turkey,CDM,19,Right
244524,58,66,140000,1000,Germany,GK,21,Right
245806,58,73,260000,2000,Turkey,ST,18,Right
228143,58,70,230000,2000,Iraq,LM,22,Right
244527,58,71,240000,1000,Switzerland,CAM,19,Right
228657,58,69,210000,1000,Haiti,CM,22,Right
240945,58,72,270000,3000,England,CM,19,Right
228402,58,65,180000,2000,England,ST,21,Right
242994,58,74,250000,2000,Turkey,CM,17,Right
244018,58,62,120000,1000,Poland,GK,21,Right
232500,58,68,200000,2000,France,ST,19,Right
238134,58,79,290000,1000,Argentina,LM,18,Right
240950,58,74,280000,6000,Portugal,CM,20,Right
245815,58,67,200000,1000,Czech Republic,ST,20,Right
211768,58,60,100000,1000,Australia,GK,27,Left
228153,58,73,270000,4000,England,LM,19,Left
228921,58,64,180000,1000,Poland,ST,22,Right
229945,58,67,170000,1000,Chile,LB,22,Left
231481,58,64,150000,2000,England,CB,21,Right
239673,58,68,170000,3000,England,CB,19,Right
242233,58,68,190000,1000,Iceland,RW,18,Right
241978,58,72,200000,1000,Mexico,GK,17,Right
244282,58,68,170000,1000,Germany,RB,19,Right
245818,58,66,140000,1000,Italy,GK,22,Right
238651,58,68,180000,1000,Germany,CDM,20,Right
244284,58,71,210000,1000,France,CB,19,Right
233021,58,59,120000,2000,China PR,CB,27,Right
191805,58,59,120000,1000,Japan,LCM,27,Right
236350,58,64,170000,1000,Chile,LM,22,Left
243774,58,67,150000,1000,Argentina,GK,20,Right
225087,58,67,170000,3000,Saudi Arabia,RB,22,Right
233535,58,70,200000,1000,Mexico,CB,20,Right
239423,58,64,170000,2000,Switzerland,LM,24,Left
241215,58,73,230000,1000,Japan,GK,19,Right
224576,58,63,140000,2000,England,LCB,23,Left
229184,58,75,250000,1000,Germany,CB,19,Right
245056,58,68,160000,1000,Netherlands,GK,22,Right
246336,58,78,230000,1000,United States,CDM,17,Right
231233,58,70,230000,1000,Denmark,CM,20,Right
235841,58,71,220000,4000,France,RB,20,Right
236353,58,70,230000,2000,Cameroon,ST,21,Right
237121,58,71,250000,5000,Turkey,LM,21,Left
235074,58,65,130000,1000,Norway,GK,23,Right
241474,58,73,270000,4000,Iceland,LW,19,Right
237379,58,70,230000,5000,England,CM,20,Right
230980,58,64,150000,1000,Australia,RB,23,Right
192580,58,58,130000,1000,Republic of Ireland,LM,28,Left
236613,58,76,230000,1000,Germany,GK,19,Right
224582,58,67,170000,1000,Scotland,RWB,23,Right
233030,58,66,140000,1000,Argentina,GK,22,Right
238919,58,68,160000,1000,Canada,GK,21,Right
231752,58,68,200000,1000,Belgium,CM,21,Right
233288,58,70,200000,1000,Republic of Ireland,RB,21,Right
239689,58,67,120000,1000,Germany,GK,17,Right
245321,58,67,170000,1000,Ghana,CDM,21,Right
232778,58,67,200000,1000,Japan,ST,21,Right
246602,58,73,260000,1000,Italy,ST,18,Right
237133,58,71,200000,3000,France,GK,21,Right
238157,58,75,240000,1000,Denmark,RB,19,Right
207950,58,62,170000,2000,England,ST,24,Right
236622,58,69,210000,1000,Austria,ST,19,Right
234319,58,72,280000,4000,England,CM,20,Right
240719,58,66,160000,1000,Spain,RB,22,Right
246351,58,75,260000,2000,Spain,LM,18,Right
221264,58,65,180000,2000,Saudi Arabia,RS,24,Right
244560,58,73,270000,1000,Mexico,RM,19,Right
190033,58,59,120000,1000,Republic of Ireland,CB,28,Right
207442,58,58,110000,1000,Korea Republic,ST,31,Right
48722,58,58,20000,1000,Japan,CDM,38,Right
223827,58,66,140000,1000,England,GK,24,Right
242515,58,73,280000,1000,Denmark,ST,19,Right
243795,58,72,280000,1000,Denmark,ST,19,Right
244819,58,66,190000,1000,Colombia,RM,20,Right
234836,58,70,230000,3000,Germany,CM,20,Right
235860,58,73,230000,1000,New Zealand,GK,19,Right
239444,58,74,270000,1000,Germany,CAM,19,Right
233813,58,72,280000,1000,Colombia,CM,21,Right
241493,58,70,170000,1000,England,CB,17,Right
236374,58,75,280000,2000,Belgium,CM,20,Right
245846,58,78,220000,1000,Chile,LB,17,Left
243287,58,65,180000,1000,Korea Republic,LCM,22,Right
246103,58,66,160000,1000,Netherlands,CB,19,Right
178008,58,58,110000,2000,England,CM,31,Right
246616,58,69,180000,1000,Spain,CB,18,Left
245337,58,67,200000,2000,Argentina,ST,20,Right
187993,58,58,120000,1000,France,ST,30,Right
242266,58,69,170000,1000,Germany,GK,20,Right
236379,58,71,240000,1000,Republic of Ireland,CM,20,Left
240987,58,78,210000,1000,England,GK,18,Right
243803,58,68,180000,1000,Argentina,CB,21,Right
240476,58,66,190000,2000,Turkey,ST,21,Right
243804,58,68,180000,1000,Argentina,RB,20,Right
232285,58,70,230000,1000,Republic of Ireland,RM,20,Right
242781,58,72,250000,1000,Australia,CB,19,Left
245853,58,65,150000,3000,France,RB,21,Right
231006,58,67,200000,1000,Republic of Ireland,RDM,21,Right
240734,58,78,250000,3000,England,CM,17,Left
212063,58,66,160000,1000,Algeria,CB,23,Right
177761,58,58,70000,2000,England,RWB,32,Right
227682,58,71,240000,1000,England,CM,20,Right
237922,58,69,170000,1000,Chile,GK,20,Right
243810,58,80,240000,1000,Argentina,GK,18,Right
244578,58,62,120000,3000,Mexico,GK,25,Right
227427,58,65,180000,1000,Russia,ST,21,Right
245347,58,73,240000,1000,Germany,CB,18,Right
185187,58,58,50000,1000,Poland,CB,33,Right
239460,58,68,180000,1000,Morocco,CDM,22,Left
244068,58,68,180000,2000,Germany,CB,21,Left
245092,58,71,210000,1000,Cameroon,LB,19,Left
220774,58,66,160000,1000,Nigeria,LB,21,Left
237158,58,67,190000,1000,England,CM,19,Right
245863,58,70,180000,1000,France,RB,18,Right
224616,58,60,160000,2000,China PR,ST,25,Right
238952,58,68,210000,1000,Germany,LM,21,Left
240745,58,60,160000,2000,England,ST,25,Right
244073,58,69,170000,1000,Germany,GK,20,Right
199018,58,59,110000,1000,Republic of Ireland,CB,29,Right
229995,58,66,190000,1000,Norway,RW,20,Right
244331,58,65,180000,1000,Poland,ST,21,Right
204396,58,60,150000,1000,Netherlands,CM,25,Right
236653,58,66,190000,1000,England,CM,20,Right
244589,58,65,180000,1000,Georgia,ST,20,Right
232560,58,58,80000,1000,Japan,GK,31,Right
239984,58,70,200000,1000,Wales,CB,21,Right
244592,58,84,280000,2000,Switzerland,ST,17,Left
221809,58,66,160000,1000,Republic of Ireland,RB,22,Right
232817,58,68,160000,1000,Argentina,GK,22,Right
243825,58,58,100000,2000,Turkey,LB,29,Left
246385,58,71,250000,1000,Sweden,CAM,20,Right
235122,58,71,220000,2000,Mexico,CB,20,Right
244082,58,69,210000,1000,Germany,ST,19,Right
245362,58,66,160000,1000,Brazil,CB,22,Right
220019,58,62,170000,1000,England,RM,22,Right
230003,58,65,180000,1000,England,CAM,21,Right
242548,58,75,250000,1000,Argentina,CM,17,Right
238197,58,73,250000,1000,England,CDM,19,Right
246133,58,69,170000,1000,Netherlands,RB,18,Right
232566,58,68,160000,1000,Japan,GK,21,Right
192120,58,58,80000,2000,China PR,GK,30,Right
215418,58,70,180000,1000,Austria,GK,21,Right
232314,58,68,210000,1000,Australia,LM,20,Right
234106,58,71,220000,2000,Argentina,RB,21,Right
243066,58,67,200000,2000,China PR,CM,21,Right
244090,58,70,170000,1000,Germany,GK,19,Right
230779,58,60,130000,2000,England,LB,25,Left
236923,58,69,170000,1000,England,RWB,18,Right
242555,58,67,170000,1000,Guatemala,CB,22,Right
188795,58,58,130000,1000,France,ST,28,Right
242300,58,72,280000,2000,Argentina,RM,20,Right
232829,58,69,220000,1000,Japan,ST,20,Right
194430,58,58,20000,1000,Morocco,GK,36,Right
222335,58,59,140000,1000,Korea Republic,CM,27,Right
235135,58,62,170000,2000,Bosnia Herzegovina,LW,22,Right
229504,58,66,190000,1000,Denmark,CM,21,Right
242560,58,64,150000,1000,Japan,CB,23,Right
202881,58,60,130000,1000,Republic of Ireland,RDM,26,Right
234881,58,68,210000,1000,Australia,ST,21,Right
229252,58,69,170000,3000,Mexico,GK,22,Right
226438,58,67,170000,1000,Scotland,LB,21,Right
245382,58,78,210000,1000,Italy,GK,18,Left
237703,58,64,170000,1000,United States,CM,23,Right
238983,58,77,260000,1000,Germany,ST,18,Right
244615,58,66,190000,2000,Mexico,LM,20,Left
244360,58,69,190000,1000,Italy,CB,22,Right
240779,58,78,260000,4000,Italy,RW,18,Right
242315,58,63,120000,1000,Sweden,GK,23,Right
244107,58,67,150000,1000,France,GK,21,Right
137356,58,58,30000,1000,Italy,GK,35,Right
239500,58,74,230000,1000,Germany,GK,19,Right
238733,58,70,220000,1000,Germany,ST,19,Right
246157,58,76,230000,1000,Belgium,CB,17,Right
242318,58,72,270000,1000,Norway,LM,19,Right
243854,58,69,180000,1000,France,CB,18,Right
244878,58,68,160000,1000,Russia,GK,20,Right
232591,58,61,160000,1000,Japan,ST,25,Right
242831,58,64,150000,2000,Argentina,RB,21,Right
202128,58,62,140000,1000,England,LB,25,Left
241552,58,79,280000,1000,Australia,LM,16,Right
220306,58,64,170000,2000,Gambia,LW,24,Left
226450,58,65,130000,3000,Saudi Arabia,GK,23,Right
236946,58,64,150000,1000,Chile,LB,21,Right
222867,58,64,150000,1000,Chile,LB,24,Left
241299,58,66,160000,1000,China PR,RCB,22,Right
242579,58,72,230000,1000,Colombia,GK,21,Right
220564,58,70,180000,1000,Russia,GK,22,Right
221845,58,63,120000,2000,China PR,GK,25,Right
236437,58,77,270000,1000,England,CAM,19,Right
244885,58,68,180000,2000,Argentina,CDM,20,Right
241046,58,81,280000,1000,Argentina,ST,17,Right
245142,58,72,270000,1000,Poland,RM,19,Right
233367,58,65,180000,1000,France,RM,22,Right
240791,58,69,170000,1000,Spain,GK,21,Right
225176,58,62,140000,1000,France,LB,25,Left
242584,58,64,150000,1000,Japan,LM,23,Right
240025,58,70,230000,1000,Italy,CM,21,Right
242841,58,81,280000,4000,England,RW,17,Left
227738,58,67,170000,1000,Poland,CB,22,Right
236955,58,64,180000,1000,Poland,ST,20,Right
238491,58,74,280000,1000,England,ST,19,Right
242587,58,58,130000,1000,Japan,CAM,28,Right
241821,58,67,200000,1000,France,ST,20,Right
228510,58,61,160000,2000,Germany,ST,25,Right
231582,58,68,210000,1000,Australia,ST,20,Right
235166,58,64,150000,1000,Sweden,LB,21,Left
241566,58,71,220000,2000,Argentina,LB,20,Left
245150,58,77,260000,2000,Mexico,ST,18,Right
243871,58,74,250000,3000,England,CM,17,Right
236960,58,75,270000,1000,Italy,CM,19,Right
243872,58,73,250000,3000,England,ST,17,Right
233377,58,68,180000,1000,England,CDM,20,Right
236961,58,75,260000,1000,Argentina,ST,18,Right
244642,58,68,210000,1000,Mexico,RW,20,Right
245410,58,73,250000,1000,France,CB,20,Right
243363,58,74,240000,1000,Colombia,LB,19,Right
244899,58,63,140000,2000,Mexico,CDM,23,Right
224421,58,63,170000,1000,Italy,CM,23,Right
243878,58,66,140000,1000,Germany,GK,22,Right
207528,58,64,130000,2000,England,GK,24,Right
226728,58,65,150000,1000,Republic of Ireland,LCB,23,Left
242600,58,71,230000,1000,Denmark,CM,18,Right
237225,58,70,200000,1000,United States,CB,20,Left
237737,58,72,280000,1000,Turkey,ST,19,Right
242346,58,68,200000,2000,Argentina,CM,20,Left
243626,58,65,150000,1000,Korea Republic,CB,23,Right
228779,58,68,180000,4000,England,CB,21,Right
242603,58,74,240000,1000,France,CB,18,Left
243371,58,74,250000,1000,Denmark,ST,17,Right
213676,58,66,140000,1000,England,GK,22,Right
242092,58,64,170000,1000,Sweden,RW,22,Right
244140,58,76,250000,3000,Germany,RM,17,Right
243885,58,69,220000,1000,France,LW,20,Right
245165,58,66,0,0,India,LB,22,Left
242094,58,58,130000,1000,Spain,CAM,28,Right
238767,58,76,260000,1000,Chile,RCM,18,Right
239023,58,71,240000,2000,England,CAM,19,Right
212912,58,66,160000,1000,Korea Republic,LB,24,Right
243121,58,68,190000,1000,Poland,LM,18,Left
245426,58,75,240000,1000,Albania,CB,18,Right
228019,58,64,180000,2000,China PR,ST,23,Right
241332,58,66,160000,2000,China PR,CDM,20,Right
245428,58,67,170000,2000,England,LB,21,Left
245940,58,77,260000,1000,Congo,ST,18,Right
246196,58,58,100000,1000,Australia,LB,28,Right
233142,58,58,70000,1000,Japan,RB,32,Right
243126,58,63,140000,1000,France,RB,23,Right
244662,58,73,280000,1000,Italy,RW,20,Right
231351,58,68,160000,1000,Chile,GK,21,Right
235703,58,66,190000,1000,England,ST,20,Right
238775,58,71,240000,1000,Poland,RM,19,Right
241335,58,64,150000,2000,China PR,CDM,22,Right
244919,58,73,240000,1000,Spain,CB,18,Right
239800,58,77,230000,3000,England,RB,18,Right
244920,58,70,220000,1000,Spain,LM,19,Left
